"genre","publisher","developer","critic_score","release_date","total_sales","release_Month"
"Fighting","Capcom","Capcom",NA,2004-03-24,0.12,3
"Platform","Sega","Sonic Team",8.9,2001-06-18,0.12,6
"Platform","Brash Entertainment","Red Tribe",NA,2008-07-15,0.12,7
"Platform","Midway Games","A2M",NA,2005-11-03,0.12,11
"Shooter","Sierra Entertainment","Bits Studios",NA,2002-11-19,0.12,11
"Shooter","Namco Bandai","Capcom",NA,2007-04-05,0.12,4
"Strategy","Ubisoft","Ubisoft Montreal",5.6,2005-12-06,0.12,12
"Strategy","Bandai","Bandai",NA,2001-05-02,0.12,5
"Strategy","Sony Computer Entertainment","Sony Computer Entertainment",NA,1995-10-27,0.12,10
"Action","Namco Bandai","ArtDink",NA,2006-10-05,0.12,10
"Action","Paramount Digital Entertainment","Behaviour Studios",NA,2011-03-01,0.12,3
"Action","Namco Bandai Games","B.B. Studio",NA,2014-05-29,0.12,5
"Simulation","Taito","Al",NA,1999-07-30,0.12,7
"Simulation","Xseed Games","Project ACES",7.3,2010-01-12,0.12,1
"Simulation","Electronic Arts","The Sims Studio",5.5,2009-10-27,0.12,10
"Platform","Activision","Adrenium Games",NA,2004-11-10,0.12,11
"Shooter","THQ","Outrage Games",7.9,2003-03-31,0.12,3
"Simulation","Focus Home Interactive","Giants Software",NA,2017-06-06,0.12,6
"Simulation","Sony Interactive Entertainment","Owlchemy Labs",NA,2017-04-17,0.12,4
"Simulation","Ubisoft","Ubisoft",NA,2010-09-28,0.12,9
"Shooter","Sierra Entertainment","Kuju Entertainment",8,2007-11-20,0.12,11
"Shooter","Activision","FUN Labs",4.9,2008-11-18,0.12,11
"Shooter","Majesco","Super X Studios",NA,2010-09-28,0.12,9
"Simulation","Electronic Arts","Electronic Arts Casual Studios",NA,2009-10-20,0.12,10
"Simulation","Konami","Konami",NA,2010-04-29,0.12,4
"Simulation","MTO","MTO",NA,2006-04-27,0.12,4
"Simulation","Midway Games","Psygnosis",8.1,2000-06-02,0.12,6
"Simulation","Natsume","Victor Interactive Software",NA,2000-09-11,0.12,9
"Shooter","D3 Publisher","Vicious Cycle",5.5,2009-02-26,0.12,2
"Shooter","Agetec","Psikyo",NA,2001-03-27,0.12,3
"Shooter","Nintendo","Nintendo",6.4,2004-06-02,0.12,6
"Shooter","Electronic Arts","Insomniac Games",NA,2013-05-28,0.12,5
"Shooter","Ubisoft","Ubisoft Paris",NA,2010-11-16,0.12,11
"Shooter","Rebellion Developments","Rebellion Developments",NA,2015-03-06,0.12,3
"Shooter","Capcom","Capcom",NA,1991-09-01,0.12,9
"Shooter","Sega","High Voltage Software",6.3,2011-04-19,0.12,4
"Fighting","Ignition Entertainment","SNK Playmore Corporation",NA,2009-03-03,0.12,3
"Action","Electronic Arts","Tiertex Design Studios",5.9,2002-10-29,0.12,10
"Shooter","505 Games","505 Games",NA,2011-10-25,0.12,10
"Shooter","Ubisoft","Techland",4.5,2011-09-13,0.12,9
"Sports","Bandai Namco Games","Bandai Namco Games",NA,2018-08-02,0.12,8
"Sports","Tecmo","Tecmo",NA,2000-02-17,0.12,2
"Shooter","Capcom","Spark Unlimited",NA,2013-08-27,0.12,8
"Shooter","Namco Bandai","WitchCraft",NA,2010-01-21,0.12,1
"Sports","Konami","Diamond Head",NA,2001-12-20,0.12,12
"Sports","Acclaim Entertainment","High Voltage Software",NA,2000-08-23,0.12,8
"Sports","Accolade","MindSpan",NA,1996-03-01,0.12,3
"Sports","Konami","Hudson Soft",NA,2011-09-13,0.12,9
"Sports","2K Sports","Visual Concepts",6.5,2006-03-07,0.12,3
"Sports","EA Sports BIG","Visual Impact",NA,2003-11-11,0.12,11
"Sports","Crave Entertainment","Double Tap",NA,2010-11-29,0.12,11
"Sports","Activision","Sproing Interactive Media GMBH",NA,2010-10-19,0.12,10
"Sports","EA Sports BIG","EA Tiburon",NA,2008-01-08,0.12,1
"Sports","Konami Digital Entertainment","PES Productions",NA,2015-09-15,0.12,9
"Sports","2K Sports","Visual Concepts",7.4,2006-04-13,0.12,4
"Sports","Zoo Digital Publishing","Zeroscale",NA,2008-11-24,0.12,11
"Sports","Activision","Toys for Bob",7.4,2003-09-04,0.12,9
"Sports","Atari","HB Studios",NA,2010-10-26,0.12,10
"Shooter","Konami","Konami",NA,2004-05-21,0.12,5
"Sports","Atari","HB Studios",NA,2010-10-26,0.12,10
"Racing","Codemasters","Brain in a Jar",NA,2003-05-21,0.12,5
"Shooter","Bethesda Softworks","MachineGames",NA,2017-08-22,0.12,8
"Shooter","Mud Duck Productions","WideScreen Games",NA,2005-01-07,0.12,1
"Shooter","UFO Interactive","Moss",7,2009-09-08,0.12,9
"Shooter","505 Games","Overkill Software",5,2018-02-27,0.12,2
"Shooter","Activision","Magic Wand Productions",NA,2008-11-18,0.12,11
"Shooter","Activision","Terminal Reality",NA,2013-03-19,0.12,3
"Sports","Ubisoft","Ubisoft",NA,2011-11-08,0.12,11
"Simulation","Electronic Arts","Electronic Arts",NA,2009-10-20,0.12,10
"Simulation","Ubisoft","Tantalus Interactive",NA,2012-04-03,0.12,4
"Simulation","D3 Publisher","Neko Entertainment",NA,2007-11-06,0.12,11
"Simulation","Tomy Corporation","Takara Tomy",NA,2008-10-20,0.12,10
"Simulation","THQ","BIP Games",NA,2009-05-11,0.12,5
"Simulation","Namco Bandai","From Software",NA,2011-01-13,0.12,1
"Racing","Midway Games","Midway Studios Newcastle",NA,2006-10-30,0.12,10
"Racing","Deep Silver","Techland",NA,2010-11-30,0.12,11
"Racing","Activision","Eutechnyx",NA,2008-08-26,0.12,8
"Racing","BAM! Entertainment","I-Imagine",NA,2002-09-25,0.12,9
"Racing","704Games","Monster Games",NA,2017-09-12,0.12,9
"Racing","Activision","Activision",NA,2011-11-01,0.12,11
"Racing","Codemasters","Codemasters",NA,2009-09-08,0.12,9
"Racing","Activision","Activision",NA,2011-11-15,0.12,11
"Racing","Unknown","Milestone S.r.l",NA,NA,0.12,NA
"Racing","THQ","Saffire Corporation",NA,2005-09-22,0.12,9
"Racing","Electronic Arts","HotGen Studios",NA,2000-03-08,0.12,3
"Racing","THQ","Tantalus Interactive",NA,2003-08-11,0.12,8
"Racing","Activision","Left Field Productions",NA,2008-10-28,0.12,10
"Racing","Atlus","Cave",NA,1996-01-01,0.12,1
"Racing","THQ Nordic","Rainbow Studios",NA,2018-03-27,0.12,3
"Racing","Namco Bandai Games","Milestone S.r.l.",NA,2014-11-04,0.12,11
"Racing","Namco","Namco",NA,2003-03-17,0.12,3
"Racing","DSI Games","FrontLine Studios",NA,2008-03-24,0.12,3
"Sports","Activision","Activision",NA,2010-09-14,0.12,9
"Sports","Sega","Visual Concepts",8.8,2002-03-20,0.12,3
"Sports","Microsoft Game Studios","Microsoft Game Studios",NA,2003-05-20,0.12,5
"Sports","Konami Digital Entertainment","Konami Digital Entertainment",NA,2017-09-12,0.12,9
"Sports","Sega","Black Box Games",NA,2002-09-02,0.12,9
"Sports","Ubisoft","Ubisoft Vancouver",7.1,2009-11-03,0.12,11
"Sports","THQ","Radical Entertainment",NA,2000-09-30,0.12,9
"Sports","Activision","Sproing Interactive Media GMBH",NA,2009-10-27,0.12,10
"Sports","Atari","Atari",NA,2009-03-31,0.12,3
"Sports","Destineer","Data Design Interactive",NA,2008-09-16,0.12,9
"Sports","Konami","Konami",NA,2011-12-01,0.12,12
"Sports","Crave Entertainment","Crave Entertainment",NA,2011-09-20,0.12,9
"Sports","EA Sports","EA Tiburon",NA,2006-06-20,0.12,6
"Sports","Crave Entertainment","D2C Games",NA,2008-10-28,0.12,10
"Sports","Activision","Black Ops Entertainment",NA,2002-11-28,0.12,11
"Sports","2K Sports","Visual Concepts",NA,2015-09-29,0.12,9
"Adventure","NIS America","Spike Chunsoft",NA,2017-03-14,0.12,3
"Adventure","Konami","Frontier Developments",NA,2005-09-29,0.12,9
"Adventure","Aksys Games","Idea Factory",NA,2015-10-20,0.12,10
"Adventure","Gearbox Software","Unknown Worlds Entertainment",NA,2018-12-04,0.12,12
"Adventure","Mumbo Jumbo","MumboJumbo",NA,2010-09-21,0.12,9
"Sports","Namco Bandai","Bandai Namco Games",NA,2009-11-19,0.12,11
"Adventure","Warner Bros. Interactive Entertainment","Telltale Games",NA,2017-02-28,0.12,2
"Adventure","Warner Bros. Interactive","Gorilla Systems",NA,2009-08-25,0.12,8
"Sports","Nintendo","ParityBit",7,2012-07-12,0.12,7
"Sports","Konami","Konami",NA,2018-04-26,0.12,4
"Adventure","Aksys Games","Chime",7.7,2016-06-28,0.12,6
"Adventure","Human Entertainment","Human Entertainment",NA,1997-07-17,0.12,7
"Adventure","Telltale Games","Telltale Games",NA,2016-09-13,0.12,9
"Adventure","Capcom","Capcom",NA,2017-08-03,0.12,8
"Adventure","Activision","Beenox",5.5,2011-10-04,0.12,10
"Adventure","Sony Computer Entertainment","Sony Computer Entertainment America",NA,2006-03-14,0.12,3
"Racing","Electronic Arts","Pseudo Interactive",5.7,2001-11-14,0.12,11
"Strategy","Acclaim Entertainment","Realtime Associates",NA,1997-08-01,0.12,8
"Strategy","Bethesda Softworks","Bethesda Softworks",NA,2007-11-20,0.12,11
"Strategy","KOEI","Koei",NA,1996-09-27,0.12,9
"Strategy","Namco Bandai Games","Bandai Namco",NA,2016-11-22,0.12,11
"Sports","Tecmo","Tecmo",NA,1996-08-01,0.12,8
"Sports","Sony Computer Entertainment America","SCE San Diego Studio",7.1,2014-04-01,0.12,4
"Sports","Virgin Interactive","Radical Entertainment",NA,1996-09-30,0.12,9
"Racing","Zoo Games","EM Studios",NA,2009-09-24,0.12,9
"Racing","Playmates","Toka",6,1996-11-12,0.12,11
"Racing","Activision","Virtuos",NA,2010-11-09,0.12,11
"Racing","Acclaim Entertainment","Acclaim Entertainment",2.7,2002-02-27,0.12,2
"Racing","Midway Games","Midway Studios San Diego",NA,2007-11-27,0.12,11
"Racing","THQ","Rainbow Studios",NA,2007-12-17,0.12,12
"Racing","Interplay","Pixelogic",NA,1998-06-30,0.12,6
"Racing","Activision","Activision",NA,2011-11-15,0.12,11
"Role-Playing","Banpresto","Bec",NA,1994-06-24,0.12,6
"Role-Playing","Imagineer","Natsume",NA,2001-03-23,0.12,3
"Role-Playing","Namco Bandai Games","Namco Bandai Games",NA,2015-02-26,0.12,2
"Role-Playing","Namco Bandai Games","Felistella",NA,2012-10-04,0.12,10
"Role-Playing","Hudson Soft","Birthday",NA,1996-08-02,0.12,8
"Role-Playing","505 Games","Keen Games",NA,2017-05-23,0.12,5
"Role-Playing","Kadokawa Shoten","Game Arts",NA,1998-07-23,0.12,7
"Role-Playing","Atlus","RED Company",NA,1999-10-13,0.12,10
"Role-Playing","NIS America","Experience Inc.",NA,2015-06-09,0.12,6
"Role-Playing","Ubisoft","Game Arts / Japan Art Media (JAM)",5.9,2005-09-27,0.12,9
"Role-Playing","Nintendo","Game Freak",NA,2018-01-26,0.12,1
"Role-Playing","Atari","DECK13 Interactive",5,2011-01-11,0.12,1
"Role-Playing","Atlus","Spike Chunsoft",NA,2014-04-15,0.12,4
"Role-Playing","Namco Bandai","Monolith Soft",NA,2010-02-25,0.12,2
"Role-Playing","Marvelous Entertainment","Marvelous / Imageepoch",NA,2013-03-28,0.12,3
"Role-Playing","Focus Home Interactive","Cyanide",NA,2018-10-30,0.12,10
"Sports","Konami","Diamond Head",NA,2002-07-18,0.12,7
"Sports","EA Sports","EA Canada",NA,2011-09-27,0.12,9
"Sports","Sony Computer Entertainment","Sony Computer Entertainment",NA,2011-11-18,0.12,11
"Sports","T&E Soft","Tikipod",NA,1993-09-19,0.12,9
"Action-Adventure","Warner Bros. Interactive Entertainment","Traveller's Tales",NA,2013-05-21,0.12,5
"Music","Kadokawa Games","Dingo Inc.",NA,2014-08-28,0.12,8
"Role-Playing","Rocket Company","Rocket Company",NA,2010-05-27,0.12,5
"Role-Playing","Focus Home Interactive","DONTNOD Entertainment",NA,2018-06-05,0.12,6
"Adventure","THQ","ART Co.",NA,2001-04-13,0.12,4
"Adventure","Ubisoft","369 Interactive",NA,2004-12-14,0.12,12
"Adventure","Electronic Arts","Spicy Horse",6.7,2011-06-14,0.12,6
"Adventure","Sony Computer Entertainment","Unknown",NA,1998-05-21,0.12,5
"Sports","Activision","Activision",NA,2010-09-14,0.12,9
"Sports","Take-Two Interactive","Visual Concepts, Ltd.",NA,2012-03-06,0.12,3
"Sports","Sega","Treyarch",NA,2002-11-19,0.12,11
"Sports","Electronic Arts","EA Canada",7.8,2005-04-25,0.12,4
"Adventure","Atari","Game Republic",NA,2008-11-04,0.12,11
"Adventure","Activision","Human Soft / Ivolgamus",NA,2007-10-30,0.12,10
"Adventure","Namco","Namco",NA,2004-03-16,0.12,3
"Adventure","Capcom","High Voltage Software",NA,2008-01-08,0.12,1
"Adventure","Konami","Konami",NA,2007-02-15,0.12,2
"Adventure","Majesco","WXP",NA,2010-03-09,0.12,3
"Adventure","Warner Bros. Interactive Entertainment","Telltale Games",NA,2017-05-02,0.12,5
"Misc","Ubisoft","Unknown",NA,2013-10-22,0.12,10
"Action","Konami","Konami",NA,2005-11-01,0.12,11
"Misc","Sony Computer Entertainment","SCEE London Studio",NA,2008-11-14,0.12,11
"Misc","Konami","Blitz Games",NA,2009-11-24,0.12,11
"Misc","D3 Publisher","Bisty",NA,2008-06-26,0.12,6
"Misc","Crave Entertainment","Crave Entertainment",3.5,2005-10-30,0.12,10
"Visual Novel","Type-Moon","Type-Moon",NA,2014-11-27,0.12,11
"Adventure","Sega","Novotrade International",NA,1993-07-29,0.12,7
"Adventure","Warner Bros. Interactive","KMM Games",NA,2011-11-08,0.12,11
"Misc","Ubisoft","Ubisoft",NA,2017-11-07,0.12,11
"Misc","Ubisoft","Ubisoft",NA,2012-05-13,0.12,5
"Misc","Konami","Vicious Cycle",NA,2007-05-22,0.12,5
"Role-Playing","NIS America","Gust",NA,2009-10-27,0.12,10
"Misc","Zoo Games","TBA",NA,2010-11-02,0.12,11
"Misc","D3 Publisher","Bisty",NA,2007-06-07,0.12,6
"Misc","Electronic Arts","Electronic Arts",NA,2011-11-01,0.12,11
"Action","Paramount Digital Entertainment","Behaviour Studios",NA,2011-03-01,0.12,3
"Role-Playing","Namco Bandai Games","B.B. Studio",NA,2017-02-23,0.12,2
"Role-Playing","Nintendo","Eighting",NA,2006-02-02,0.12,2
"Misc","Crave Entertainment","FarSight Studios",NA,2009-09-22,0.12,9
"Misc","Telegames","Cosmigo",NA,2004-01-01,0.12,1
"Misc","Sony Computer Entertainment","Various",NA,2010-11-10,0.12,11
"Misc","MTV Games","Harmonix Music Systems",NA,2009-09-22,0.12,9
"Misc","THQ","THQ",NA,2011-11-01,0.12,11
"Misc","Ubisoft","Ludia Inc.",NA,2011-10-18,0.12,10
"Puzzle","D3 Publisher","Infinite Interactive",NA,2007-11-13,0.12,11
"Puzzle","Vatical Entertainment","Metro",7.9,2000-09-19,0.12,9
"Puzzle","Nippon Columbia","Nippon Columbia",NA,2017-07-20,0.12,7
"Puzzle","Nintendo","HAL Laboratory",8.6,2016-09-01,0.12,9
"Puzzle","Zoo Digital Publishing","Infinite Interactive",NA,2009-05-12,0.12,5
"Puzzle","Game Factory","Two Tribes",NA,2008-10-28,0.12,10
"Platform","Microsoft Game Studios","Beep Industries",NA,2003-09-23,0.12,9
"Platform","Ubisoft","Way Forward",NA,2013-07-23,0.12,7
"Action","Sony Computer Entertainment","SCEA Santa Monica Studio",NA,2010-04-16,0.12,4
"Action","Activision","Vicarious Visions",NA,2010-06-22,0.12,6
"Puzzle","Destineer","Destineer",NA,2008-05-30,0.12,5
"Puzzle","Telegames","Telegames, Inc.",NA,2007-07-24,0.12,7
"Platform","Activision","Eurocom Entertainment Software",6.7,2009-06-30,0.12,6
"Puzzle","THQ","THQ",4,2009-10-26,0.12,10
"Puzzle","Game Factory","Shin'en",NA,2008-10-28,0.12,10
"Puzzle","Ubisoft","Sumo Digital",6.8,2006-03-21,0.12,3
"Sports","Konami Digital Entertainment","Konami Digital Entertainment",NA,2014-10-23,0.12,10
"Sports","EA Sports","BudCat Creations",NA,2002-03-07,0.12,3
"Sports","Atari","Humongous Entertainment",NA,2008-03-25,0.12,3
"Action","Namco Bandai Games","Omega Force",NA,2013-03-20,0.12,3
"Action","Activision","PlatinumGames",NA,2016-05-24,0.12,5
"Action","Namco Bandai","Namco Bandai Games",NA,2011-08-04,0.12,8
"Action","Tecmo","Team Tachyon",6.6,2009-09-29,0.12,9
"Action","Xseed Games","Marvelous",NA,2019-02-19,0.12,2
"Misc","Ubisoft","Ubisoft",NA,2008-08-26,0.12,8
"Misc","Activision","Endemol",NA,2011-10-11,0.12,10
"Misc","Ubisoft","Ubisoft",NA,2011-10-18,0.12,10
"Misc","Unknown","Seven45 Studios",3,2010-10-19,0.12,10
"Misc","Ubisoft","Ludia Inc.",NA,2011-11-15,0.12,11
"Sports","Sega","Enix",NA,1998-06-25,0.12,6
"Sports","Psyonix Studios","Psyonix Studios",9.2,2015-07-07,0.12,7
"Sports","Take-Two Interactive","Deep Fried Entertainment",NA,2008-04-14,0.12,4
"Adventure","Sega","Sega",NA,1998-03-26,0.11,3
"Adventure","Warner Bros. Interactive","WayForward",NA,2011-11-08,0.11,11
"Adventure","Sega","Her Interactive",NA,2009-09-01,0.11,9
"Simulation","THQ","ValuSoft",NA,2009-08-18,0.11,8
"Simulation","Activision","Activision",NA,2009-09-22,0.11,9
"Simulation","Sega","Sports Interactive",NA,2018-11-02,0.11,11
"Simulation","Ubisoft","Sunflowers Interactive",7.9,2009-06-23,0.11,6
"Simulation","Destination Software, Inc","Full-Fat",NA,2003-11-13,0.11,11
"Simulation","Konami","KCE Studios",NA,2004-02-03,0.11,2
"Simulation","Namco Bandai","Bec",NA,2007-07-26,0.11,7
"Simulation","THQ","ValuSoft",NA,2009-01-05,0.11,1
"Simulation","Ubisoft","Ubisoft",NA,2009-06-09,0.11,6
"Simulation","Atlus","Atlus Co.",8.2,2008-07-02,0.11,7
"Simulation","Deep Silver","Deep Silver",NA,2010-06-08,0.11,6
"Simulation","KOEI","Micro Cabin",NA,2003-06-25,0.11,6
"Simulation","THQ","Pacific Coast Power & Light",NA,1999-11-30,0.11,11
"Simulation","Working Designs","Game Arts",NA,2000-10-24,0.11,10
"Simulation","Team 17","Ghost Town Games",8.4,2018-02-13,0.11,2
"Simulation","Konami","Konami",NA,2006-08-10,0.11,8
"Sports","Konami Digital Entertainment","PES Productions",NA,2016-09-13,0.11,9
"Sports","Sega","Sega",NA,2009-05-21,0.11,5
"Sports","Ubisoft","Mere Mortals",NA,2009-03-10,0.11,3
"Sports","Mad Catz","In2Games / Aqua Pacific",NA,2006-04-11,0.11,4
"Sports","Sega","Sega",NA,1997-11-30,0.11,11
"Sports","Acclaim Entertainment","Z-Axis, Ltd.",NA,2002-11-10,0.11,11
"Sports","Tecmo Koei","Tecmo Koei Games",NA,2011-11-08,0.11,11
"Sports","Activision","FUN Labs",NA,2005-11-16,0.11,11
"Sports","2K Sports","Blue Castle Games",7.6,2007-06-25,0.11,6
"Sports","Ubisoft","Blue Byte Studio",NA,2011-03-15,0.11,3
"Sports","505 Games","Blitz Games",NA,2011-10-11,0.11,10
"Sports","O-Games","O-Games",NA,2010-11-26,0.11,11
"Sports","Atari","Namco Bandai Games America",NA,2008-08-19,0.11,8
"Sports","Simon & Schuster Interactive","Hypnotix",NA,2003-01-01,0.11,1
"Sports","Microsoft Game Studios","Microsoft Game Studios",NA,2003-11-18,0.11,11
"Sports","EA Sports","EA Canada",6.5,2006-05-22,0.11,5
"Sports","2K Sports","Visual Concepts",7,2017-09-19,0.11,9
"Sports","Atari","Humongous Entertainment",NA,2009-10-20,0.11,10
"Sports","Konami","Konami",NA,2005-11-17,0.11,11
"Sports","Sega","Wow Entertainment",NA,2002-03-18,0.11,3
"Sports","2K Sports","PawaPuro Production",NA,2007-10-03,0.11,10
"Sports","Ubisoft","Ubisoft Montreal",NA,2007-05-30,0.11,5
"Sports","Sega","Kush Games",NA,2003-09-09,0.11,9
"Sports","Activision","Activision",NA,2010-09-14,0.11,9
"Misc","Valcon Games","OUAT Entertainment",NA,2009-03-10,0.11,3
"Misc","MTV Games","Harmonix Music Systems",NA,2009-09-22,0.11,9
"Misc","MTV Games","Harmonix Music Systems",NA,2009-09-22,0.11,9
"Sports","Victor Interactive","Opera House",NA,1993-10-29,0.11,10
"Adventure","Rockstar Games","DMA Design",6.7,1999-04-30,0.11,4
"Adventure","Acclaim Entertainment","Warp",NA,1996-01-01,0.11,1
"Simulation","THQ","THQ",NA,2009-05-11,0.11,5
"Simulation","Unknown","Trickstar Games",NA,2011-10-31,0.11,10
"Simulation","Namco Bandai Games","Namco Bandai Games",NA,2016-07-28,0.11,7
"Simulation","O3 Entertainment","O3 Entertainment",NA,2007-12-04,0.11,12
"Shooter","Acclaim Entertainment","Taito Corporation",NA,1995-01-01,0.11,1
"Shooter","Devolver Digital","Flying Wild Hog",NA,2014-10-21,0.11,10
"Shooter","BAM! Entertainment","Kuju Entertainment",NA,2002-11-26,0.11,11
"Shooter","Bethesda Softworks","Rebellion Developments",3,2009-12-01,0.11,12
"Shooter","VU Games","Warthog",NA,2003-06-20,0.11,6
"Shooter","Activision","Torus Games",NA,2002-03-19,0.11,3
"Racing","Electronic Arts","Stellar Entertainment",8,2018-03-16,0.11,3
"Shooter","SNK Playmore","BrezzaSoft",NA,2005-05-25,0.11,5
"Fighting","Namco Bandai","Eighting",NA,2009-08-06,0.11,8
"Shooter","Electronic Arts","EA Tiburon",NA,2005-06-13,0.11,6
"Fighting","Aksys Games","Arc System Works",NA,2016-06-07,0.11,6
"Fighting","VU Games","Genuine Games",NA,2004-11-16,0.11,11
"Fighting","Time Warner Interactive","Probe Entertainment Limited",NA,1995-01-01,0.11,1
"Fighting","SouthPeak Interactive","The Neverhood",4.5,1999-12-02,0.11,12
"Fighting","Ignition Entertainment","SNK Playmore Corporation",6.4,2009-07-28,0.11,7
"Racing","BAM! Entertainment","Minds-Eye Productions",6,2004-08-24,0.11,8
"Racing","Kemco","Saffire Corporation",NA,1999-12-03,0.11,12
"Fighting","Konami","Konami",NA,2010-06-03,0.11,6
"Racing","Codemasters","Codemasters",NA,2000-10-05,0.11,10
"Racing","DSI Games","Coyote Console",NA,2009-04-07,0.11,4
"Racing","Activision","Virtuos",NA,2010-11-09,0.11,11
"Racing","Deep Silver","Eutechnyx",7,2014-02-18,0.11,2
"Racing","Konami","Syrox Developments",NA,2000-01-01,0.11,1
"Racing","Empire Interactive","Razorworks Studios",NA,2002-11-20,0.11,11
"Racing","ASCII Entertainment","Climax Entertainment",NA,1997-08-31,0.11,8
"Platform","NIS America","Nippon Ichi Software",7.2,2009-02-17,0.11,2
"Misc","Majesco","Disney Interactive",NA,2004-12-24,0.11,12
