"console","genre","publisher","developer","critic_score","total_sales","release_month"
"3DS","Puzzle","Atlus","SunSoft",6.9,0.09,10
"DS","Puzzle","NIS America","Keys Factory",7.4,0.09,5
"XB","Action","Tecmo","Team Ninja",9.5,0.09,9
"X360","Action","KOEI","Omega Force",6.9,0.09,11
"GBA","Action","THQ","3d6 Games",6.5,0.09,11
"Wii","Action","Warner Bros. Interactive","Griptonite Games",5.5,0.09,6
"PSP","Simulation","Natsume","Marvelous Interactive",6.1,0.09,7
"PSP","Sports","2K Sports","Visual Concepts",6.3,0.09,2
"PC","Sports","Konami","Konami",7,0.09,10
"PSP","Sports","2K Sports","Visual Concepts",6,0.09,3
"PS3","Sports","2K Sports","Visual Concepts",7,0.09,9
"XB","Action","THQ","Heavy Iron Studios",6.5,0.09,11
"3DS","Action","Sega","Sega",5,0.09,10
"PS3","Action","Unknown","Sandblast Games",5,0.09,12
"PC","Strategy","Paradox Interactive","Paradox Interactive",7.9,0.09,8
"PSP","Action","Electronic Arts","Aki Corp",8,0.09,8
"PS2","Action","Capcom","Grasshopper Manufacture",6.5,0.09,7
"PSP","Action","Vivendi Games","High Voltage Software",5.5,0.09,8
"PS2","Role-Playing","Atlus","Atlus Co.",7.4,0.09,10
"PS3","Shooter","Codemasters","Blue Omega Entertainment",3.6,0.09,5
"X360","Shooter","Eidos Interactive","Rebellion Developments",3.2,0.09,2
"X360","Shooter","Sierra Entertainment","TimeGate Studios/Day 1 Studios",6.9,0.09,11
"PS","Shooter","Sony Computer Entertainment","Psygnosis",7,0.09,5
"WiiU","Action-Adventure","Activision","Beenox",6,0.09,3
"PC","Strategy","Kalypso","Kalypso Media",6.5,0.09,2
"X360","Strategy","Aspyr","Gas Powered Games",5.7,0.09,6
"PS","Strategy","Electronic Arts","Krisalis Software",7.2,0.09,3
"PS2","Strategy","Natsume","Indi Software",6.8,0.09,10
"PS2","Role-Playing","Agetec","Media.Vision",7.2,0.09,11
"DC","Role-Playing","Sega","Overworks",9.2,0.09,11
"PS3","Role-Playing","NIS America","Hit Maker",4.8,0.09,2
"PS2","Role-Playing","Metro 3D","Metro3D",4.6,0.09,7
"PSP","Role-Playing","Atlus","Sting",8,0.09,11
"PSP","Role-Playing","Xseed Games","Nihon Falcom Corporation",6.4,0.09,2
"X360","Role-Playing","Atlus","XPEC Entertainment",5.9,0.09,7
"GC","Role-Playing","Bandai","Bandai",5.2,0.09,6
"X360","Role-Playing","JoWood Productions","Spellbound Entertainment AG",6.2,0.09,10
"X360","Strategy","Atlus","Atlus Co.",5.2,0.09,9
"DS","Puzzle","Electronic Arts","EA Tiburon",9.1,0.09,3
"PSP","Role-Playing","Bandai","Microvision",6.9,0.09,11
"3DS","Simulation","Natsume","Natsume",5,0.09,11
"Wii","Misc","Aksys Games","Gaijin Games Inc.",8.1,0.09,9
"X360","Fighting","505 Games","Kung Fu Factory",5,0.08,9
"GBA","Fighting","Atlus","Marvelous Interactive",7.9,0.08,12
"GBA","Fighting","Bandai","Bandai",6.5,0.08,8
"PS","Shooter","Acclaim Entertainment","Probe Entertainment",3.2,0.08,5
"3DS","Shooter","Majesco","Shin'en Multimedia",6,0.08,12
"NS","Action-Adventure","Studio Wildcard","Studio Wildcard",4,0.08,11
"XOne","Action-Adventure","Nordic Games","Gunfire Games",7.5,0.08,10
"PSP","Puzzle","Eidos Interactive","Empire Interactive",7.4,0.08,3
"PC","Strategy","THQ","Relic Entertainment",7.9,0.08,3
"GC","Role-Playing","Ubisoft","Sting",6.5,0.08,12
"PS","Strategy","Maxis","ArtDink",6,0.08,1
"PSP","Puzzle","Mumbo Jumbo","Hot Lava Games",5.4,0.08,4
"DS","Puzzle","Eidos Interactive","Mekensleep",7,0.08,6
"GC","Puzzle","Majesco","Hudson Soft",7.2,0.08,3
"GC","Shooter","Electronic Arts","Free Radical Design",8.4,0.08,3
"X360","Shooter","Ubisoft","Red Storm Entertainment",4.5,0.08,11
"X360","Shooter","D3 Publisher","Sandlot",7.4,0.08,3
"DS","Shooter","Activision","n-Space",5.5,0.08,11
"X360","Shooter","Playlogic Game Factory","Metropolis Software",4.4,0.08,6
"GBA","Shooter","Konami","Mobile 21",7.8,0.08,11
"GC","Shooter","Gotham Games","Pivotal Games",6.3,0.08,4
"GC","Shooter","Capcom","Capcom Production Studio 4",6.3,0.08,9
"DS","Shooter","D3 Publisher","Treasure Co., Ltd.",8.4,0.08,8
"GC","Action","Ubisoft","Ubisoft",6.7,0.08,7
"X360","Action","Namco Bandai","Game Republic",5,0.08,2
"DS","Role-Playing","Atlus","Sting",7.5,0.08,6
"PS2","Role-Playing","Konami","Konami",5.7,0.08,7
"PS","Role-Playing","SNK","Sacnoth",6.5,0.08,11
"PS","Role-Playing","Atlus","Quest Corporation",7.9,0.08,5
"GBA","Role-Playing","Atlus","Amusement Vision",7.8,0.08,6
"PS2","Role-Playing","Atlus","Atlus Co.",8.1,0.08,10
"GC","Action","Capcom","Capcom",5.7,0.08,1
"GC","Action","Kemco","HotGen, Ltd.",2.3,0.08,3
"GC","Action","Eidos Interactive","Crystal Dynamics",7.9,0.08,11
"PS2","Action","Tecmo","Tecmo",7.7,0.08,11
"DS","Action","Ubisoft","Ubisoft",5.7,0.08,11
"N64","Sports","Activision","Edge of Reality",8.1,0.08,8
"GBA","Sports","Majesco","Digital Fiction",7.2,0.08,10
"DS","Sports","Konami","Sumo Digital",7.4,0.08,7
"PS2","Strategy","Atlus","Pinegrow",7.3,0.08,4
"GC","Sports","EA Sports","EA Tiburon",7.6,0.08,8
"X360","Sports","2K Sports","2K Sports",8,0.08,9
"GBA","Sports","EA Sports","EA Canada",8.1,0.08,10
"PC","Sports","EA Sports","EA Vancouver",8,0.08,9
"PS3","Action","Namco Bandai","Game Republic",5.8,0.08,2
"XB","Simulation","Ubisoft","Ubisoft Romania",7,0.08,3
"PSP","Role-Playing","Sega","Totally Games",4.9,0.08,7
"GC","Role-Playing","Sega","Sonic Team",7.4,0.08,3
"PSP","Sports","Sony Computer Entertainment","SCEA San Diego Studios",6.5,0.08,10
"Wii","Role-Playing","Atlus","Sting",5.2,0.08,4
"DS","Racing","Atlus","Firebrand Games",7.5,0.08,3
"GBA","Racing","THQ","MTO",7.7,0.08,4
"GC","Racing","Namco","Namco",6.1,0.08,12
"N64","Puzzle","Ocean","Zed Two Limited",8.6,0.08,6
"N64","Racing","Acclaim Entertainment","Iguana Entertainment",6.8,0.08,8
"X360","Simulation","Kalypso","Games Farm",6,0.08,9
"PC","Adventure","Eidos Interactive","Crystal Dynamics",8,0.08,11
"3DS","Puzzle","Nintendo","Nintendo Software Technology Corporation",6.5,0.08,3
"PSP","Adventure","Ubisoft","Ubisoft Shanghai",6,0.08,9
"PC","Adventure","Viva Media","Wizarbox Studios",7.3,0.08,2
"DS","Adventure","Konami","Konami",7.5,0.08,1
"DC","Action","Sega","General Entertainment",3.2,0.08,11
"PSP","Action","Atlus","Irem Software Engineering",7,0.08,4
"X360","Action","KOEI","Omega Force",5.4,0.08,9
"PS2","Action","Namco","Namco",7.5,0.08,9
"PSP","Puzzle","Ubisoft","Taito Corporation",7.9,0.08,2
"PSP","Puzzle","Sony Online Entertainment","Killer Game",5.4,0.08,9
"Wii","Platform","Vivendi Games","Eurocom Entertainment Software",6.5,0.08,12
"GC","Platform","Atari","Blitz Games",5.7,0.08,10
"PSP","Platform","Capcom","Capcom",7.3,0.08,8
"PC","Fighting","Capcom","Capcom / Dimps Corporation",8.5,0.08,7
"DS","Puzzle","Genius Products, Inc.","InXile Entertainment",5,0.08,9
"PSP","Puzzle","Sega","Zoe Mode",8.5,0.08,5
"GC","Fighting","Crave Entertainment","Opus Studio",6.7,0.08,7
"X360","Fighting","Xseed Games","K2 LLC",4.8,0.08,3
"GC","Misc","Namco Bandai","High Horse Entertainment",4.6,0.08,9
"DS","Action","Electronic Arts","EA Tiburon",3.8,0.07,11
"PC","Action","Ubisoft","Ubisoft",6.3,0.07,2
"DC","Fighting","Agetec","SNK Corporation",7.6,0.07,5
"X360","Fighting","Majesco","Genki",4.8,0.07,9
"GC","Fighting","Konami","Konami Computer Entertainment Hawaii",4.2,0.07,3
"X360","Misc","Microsoft","Various",7.4,0.07,9
"WiiU","Misc","Namco Bandai Games","Namco Bandai Games",4.7,0.07,11
"DS","Misc","THQ","Jellyvision, Inc.",6,0.07,2
"Wii","Action","Nintendo","Monolith Soft",6.4,0.07,10
"PS","Action","Psygnosis","Pitbull Syndicate",6.6,0.07,2
"GBA","Misc","Destination Software, Inc","Epicenter Interactive",5.6,0.07,8
"GBA","Misc","Hudson Entertainment","Jupiter Corporation",4,0.07,9
"PS2","Action","Capcom","Capcom Production Studio 1",6.6,0.07,5
"PS4","Racing","Bandai Namco Entertainment","Milestone S.r.l.",7.3,0.07,11
"GC","Racing","Namco","Point of View",4.7,0.07,2
"X360","Racing","Ubisoft","Milestone S.r.l",5.8,0.07,10
"PC","Racing","Electronic Arts","Criterion Games",8.5,0.07,10
"DC","Racing","Sega","Hitmaker",8.3,0.07,5
"PS3","Racing","Sony Computer Entertainment","Studio Liverpool",9.1,0.07,10
"GBA","Shooter","Sega","Treasure Co., Ltd.",8,0.07,10
"PS","Shooter","Konami","Appaloosa Interactive",4.2,0.07,9
"N64","Racing","ASCII Entertainment","Locomotive Games",4.5,0.07,5
"PS","Racing","Mindscape","Supersonic Software",5.9,0.07,9
"PS3","Racing","Electronic Arts","Criterion Games",9,0.07,2
"XB","Racing","Ubisoft","Ubisoft",5,0.07,9
"3DS","Shooter","D3 Publisher","Art Corporation",5.7,0.07,5
"GC","Shooter","Ubisoft","Red Storm Entertainment",5.7,0.07,3
"PC","Shooter","Codemasters","Codemasters",7.6,0.07,10
"X360","Shooter","Codemasters","Blue Omega Entertainment",3.1,0.07,5
"PC","Shooter","Codemasters","Codemasters",7,0.07,6
"GC","Action","Sega","The Creative Assembly",7.1,0.07,10
"X360","Shooter","Eidos Interactive","Traveller's Tales",6.1,0.07,11
"PC","Sports","Sega","Sports Interactive",8.7,0.07,11
"GBA","Sports","Acclaim Entertainment","Acclaim Entertainment",7.4,0.07,2
"PS","Sports","Take-Two Interactive","Z-Axis",4.4,0.07,4
"PS2","Action","Konami","Konami Computer Entertainment Tokyo",5.9,0.07,3
"PS4","Action","Ubisoft","Ubisoft Montpellier",7.5,0.07,8
"GBA","Action","Konami","KCEA",5.5,0.07,5
"GC","Action","Electronic Arts","Argonaut Games",5.3,0.07,7
"Wii","Shooter","Graffiti","Rebellion Developments",8,0.07,11
"XB","Platform","Ubisoft","Ubisoft",7.3,0.07,3
"XB","Platform","Atari","Blitz Games",5.8,0.07,9
"PSP","Platform","Ubisoft","Ubisoft Montreal",6.7,0.07,9
"XB","Platform","Namco","Argonaut Games",7.8,0.07,12
"PS","Platform","Virgin Interactive","Eurocom Entertainment Software",4.4,0.07,11
"Wii","Platform","UFO Interactive","Data Design Interactive",1.5,0.07,9
"DS","Strategy","Majesco","Creative Office",2.5,0.07,5
"GBA","Sports","Konami","Konami",3.6,0.07,11
"3DS","Strategy","NIS America","OmiyaSoft",7.3,0.07,10
"GC","Strategy","LucasArts","LucasArts",8.3,0.07,11
"NS","Platform","Polykid","Polykid",5,0.07,2
"GC","Platform","BAM! Entertainment","Frontier Developments",6.6,0.07,10
"GC","Platform","Ubisoft","Ubisoft",7.4,0.07,3
"GBA","Platform","Ubisoft","Ubisoft",6.5,0.07,11
"Wii","Platform","Ubisoft","Ubisoft Montreal",5,0.07,11
"NS","Puzzle","Nintendo","Indies Zero",7.9,0.07,6
"3DS","Simulation","Rising Star Games","Office Create",6,0.07,5
"GC","Sports","EA Sports","EA Canada",8.2,0.07,11
"PSP","Sports","Crave Entertainment","Left Field Productions",3.5,0.07,11
"PS","Puzzle","Capcom","Mitchell",6.9,0.07,4
"GBA","Puzzle","Majesco","Hudson Soft",7.5,0.07,5
"DS","Puzzle","Sega","Sonic Team",7.3,0.07,2
"PS4","Role-Playing","Deep Silver","Piranha Bytes",1,0.07,8
"PSP","Role-Playing","Bandai","G-Artists",5.7,0.07,10
"PC","Role-Playing","Microsoft Game Studios","Lionhead Studios",8.3,0.07,9
"PS","Role-Playing","Namco","Namco",6.1,0.07,10
"PSP","Role-Playing","NIS America","Hit Maker",5.2,0.07,8
"3DS","Role-Playing","NIS America","Kadokawa Games",7,0.07,6
"GBA","Action","Ubisoft","Ubisoft Montreal",5.5,0.07,10
"DS","Action","THQ","Altron",4,0.07,10
"PC","Role-Playing","CDV Software Entertainment","Larian Studios",6.8,0.07,1
"PC","Role-Playing","Perfect World Entertainment","Runic Games",8.4,0.07,10
"PS2","Strategy","THQ","Pandemic Studios",5.5,0.07,3
"PS","Strategy","Working Designs","S-Neo",6.4,0.07,4
"N64","Strategy","Crave Entertainment","Climax Group",7.3,0.07,3
"GC","Strategy","Global Star Software","Pandemic Studios",6.9,0.07,11
"GC","Strategy","Acclaim Entertainment","Team17 Software",7.5,0.07,3
"PSV","Racing","Sony Computer Entertainment","Evolution Studios",8.1,0.07,3
"DS","Adventure","Marvelous Interactive","High Horse Entertainment",5.7,0.07,6
"PS2","Adventure","DreamCatcher Interactive","Hydravision Entertainment",6.8,0.07,4
"GBA","Adventure","Nintendo","Nintendo R&D1",5.2,0.07,10
"N64","Adventure","Kemco","Infinite Ventures",5.4,0.07,5
"DS","Adventure","KOEI","Cing",6,0.07,3
"XB","Adventure","Codemasters","Free Radical Design",7.8,0.07,9
"DS","Adventure","Eidos Interactive","Crystal Dynamics",6.5,0.07,11
"NS","Fighting","Arc System Works","Arc System Works",8,0.07,6
"X360","Fighting","Capcom","Capcom",8.3,0.07,11
"PS","Fighting","Agetec","A1 Games",5.9,0.07,5
"GC","Misc","Midway Games","Digital Eclipse",6.1,0.07,10
"PC","Misc","Electronic Arts","EA Bright Light",6,0.06,11
"Wii","Adventure","Hudson Soft","Hudson Soft",7,0.06,3
"PS","Adventure","Crave Entertainment","Revolution Software",7.3,0.06,11
"GC","Strategy","Sega","Hitmaker",7.1,0.06,8
"DC","Racing","Infogrames","Team Land Ho!",5.8,0.06,9
"PS4","Action","GameMill Entertainment","Magic Pockets",1.5,0.06,11
"GC","Action","Ubisoft","Ubisoft Montreal",5.6,0.06,10
"PS","Puzzle","Psygnosis","Clockwork Games",7,0.06,11
"Wii","Puzzle","Xseed Games","PROPE",7.5,0.06,8
"NS","Action","Bandai Namco Entertainment","Omega Force",8.5,0.06,5
"GC","Action","Capcom","Clover Studio",6.2,0.06,11
"PC","Strategy","1C Company","Digitalmindsoft",8,0.06,2
"GBA","Action","Majesco","Cave Barn Studios",5.8,0.06,12
"X360","Racing","Capcom","Monumental Games",6,0.06,3
"PC","Strategy","Focus Home Interactive","Monte Cristo Multimedia",6,0.06,10
"N64","Action","Bandai","Bandai",5.6,0.06,6
"PC","Action","Electronic Arts","Pandemic Studios",7.1,0.06,12
"Wii","Action","SouthPeak Interactive","Collision Studios",4.7,0.06,8
"PS3","Action","Ignition Entertainment","Artoon",3.5,0.06,9
"GC","Action","Capcom","Capcom",5.6,0.06,12
"GBA","Action","Capcom","Capcom",5.6,0.06,11
"X360","Action","SouthPeak Interactive","Collision Studios",4.4,0.06,8
"XB","Action","Tecmo","Tecmo",7.9,0.06,11
"DS","Action","Activision","Other Ocean Interactive",2,0.06,9
"PS2","Role-Playing","NIS America","Gust",6.8,0.06,4
"DS","Role-Playing","Aksys Games","Sonic Powered",7.3,0.06,8
"3DS","Role-Playing","Xseed Games","Marvelous",7,0.06,6
"3DS","Action","GameMill Entertainment","Magic Pockets",3.5,0.06,11
"Wii","Role-Playing","Sega","Totally Games",5.2,0.06,7
"PSP","Role-Playing","Atlus","IronNos Co., Ltd.",7.3,0.06,5
"DS","Simulation","505 Games","Gaijin Entertainment",5,0.06,9
"GBA","Simulation","Electronic Arts","BudCat Creations",6.8,0.06,5
"XB","Action","Crave Entertainment","Light Weight",1,0.06,11
"GC","Role-Playing","Activision","From Software",6.6,0.06,5
"DS","Role-Playing","Atlus","Ninja Studio",6.9,0.06,7
"PSP","Role-Playing","NIS America","Neverland",5.9,0.06,2
"PS2","Role-Playing","Agetec","Runtime",7,0.06,9
"NS","Role-Playing","NIS America","Nippon Ichi Software",8,0.06,10
"Wii","Puzzle","Conspiracy Entertainment","Compile Heart",6.7,0.06,3
"GBA","Puzzle","Empire Interactive","Taito Corporation",5.5,0.06,9
"PS2","Role-Playing","NIS America","Gust",6.6,0.06,4
"DS","Puzzle","Playlogic Game Factory","WhiteBear Studios",5,0.06,9
"GC","Simulation","Nintendo","Konami",7.5,0.06,10
"PC","Strategy","Microsoft Game Studios","Blue Fang Games",7.2,0.06,11
"PC","Strategy","Microsoft Game Studios","Ensemble Studios",8.2,0.06,9
"PC","Strategy","Microsoft Game Studios","Microsoft Game Studios",7,0.06,8
"GC","Platform","Acclaim Entertainment","Acclaim Studios Austin",6.4,0.06,2
"DS","Platform","Majesco","DreamRift",7.7,0.06,3
"GC","Sports","Activision","Treyarch",8,0.06,9
"XB","Sports","Acclaim Entertainment","Z-Axis, Ltd.",9,0.06,7
"PC","Shooter","Activision","Infinity Ward",7,0.06,10
"DS","Action","Activision","n-Space",7,0.06,11
"GBA","Platform","Ubisoft","Ubisoft",6.2,0.06,3
"GBA","Platform","LEGO Media","Saffire Corporation",6.4,0.06,10
"PC","Sports","SouthPeak Interactive","Cyanide Studio",6.5,0.06,1
"PC","Racing","Electronic Arts","Slightly Mad Studios",8.3,0.06,9
"GC","Racing","Activision","Stealth Studios",6.4,0.06,11
"PS","Sports","Mattel Interactive","Krome Studios",7.2,0.06,12
"GC","Sports","Konami","KCEO",2.6,0.06,11
"GC","Racing","Electronic Arts","Pseudo Interactive",6,0.06,1
"GBA","Racing","THQ","Altron",8,0.06,11
"DS","Sports","EA Sports","EA Canada",7.5,0.06,10
"PC","Sports","Konami","Konami",6,0.06,10
"XB","Sports","EA Sports","EA Canada",6.4,0.06,9
"GC","Sports","Acclaim Entertainment","Z-Axis, Ltd.",8.9,0.06,7
"PC","Shooter","Midway Games","Epic Games",8.4,0.06,11
"DS","Shooter","Eidos Interactive","Amaze Entertainment",7.8,0.06,11
"DS","Shooter","Buena Vista","Avalanche Software",6,0.06,11
"PC","Racing","Activision","Bizarre Creations",8.1,0.06,5
"DS","Shooter","SouthPeak Interactive","Arkedo Studio",8,0.06,1
"Wii","Shooter","Tommo","Tommo",2,0.06,11
"GC","Shooter","Ubisoft","Ubisoft Montreal / Red Storm Entertainment",6.5,0.06,6
"NS","Action-Adventure","Microids","Microids",6.5,0.06,11
"GBA","Adventure","BAM! Entertainment","Revolution Software Ltd.",8.1,0.06,3
"Wii","Adventure","Nintendo","Cing",5.9,0.06,6
"PC","Shooter","Viva Media","GSC Game World",8,0.06,2
"PSP","Misc","Hudson Entertainment","Hudson Soft",6.5,0.06,1
"GC","Misc","Crave Entertainment","Realtime Associates",6.4,0.06,11
"X360","Misc","Gamecock","Wideload Games",7,0.06,6
"DC","Adventure","Fortyfive","Fortyfive",4.8,0.06,11
"XB","Action","Electronic Arts","Argonaut Games",4.7,0.06,7
"X360","Action","KOEI","Omega Force",4.6,0.06,9
"GC","Action","Capcom","Capcom",5.9,0.06,1
"GBA","Fighting","Sammy Corporation","Arc System Works",7.3,0.06,8
"PC","Adventure","Focus Home Interactive","Pendulo Studio",6.8,0.06,4
"GC","Fighting","Bandai","Eighting",7,0.06,10
"PS","Action","Infogrames","Single Trac",3.5,0.06,9
"NS","Platform","DotEmu","Lizardcube",7.4,0.05,4
"WiiU","Action","Nintendo","Valhalla Game Studios",3.8,0.05,12
"GBA","Action","Hip Interactive","Saffire Corporation",3.5,0.05,7
"GBA","Misc","Activision","Aspyr",8,0.05,12
"GBA","Action","Atlus","Million",7.9,0.05,11
"GC","Platform","Ubisoft","Ubisoft",4,0.05,12
"GC","Fighting","Konami","Konami",6.8,0.05,3
"PSP","Fighting","Capcom","Eighting",7.6,0.05,6
"GBA","Sports","Konami","Konami",5.5,0.05,11
"PS3","Platform","Capcom","WayForward",8.6,0.05,8
"GC","Action","Kemco","Bits Studios",6.1,0.05,10
"N64","Platform","Titus","Player 1",4.9,0.05,11
"DC","Fighting","Capcom","Capcom",6.9,0.05,6
"PSP","Fighting","SouthPeak Interactive","Point of View",3.5,0.05,6
"X360","Shooter","Conspiracy Entertainment","Epicenter Studios",5,0.05,10
"GC","Shooter","Crave Entertainment","Blitz Games",4.3,0.05,9
"DC","Shooter","Sega","Smilebit",8.6,0.05,1
"PS2","Shooter","Sega","United Game Artists",9,0.05,1
"PC","Shooter","Activision","Raven Software",7.5,0.05,6
"DS","Shooter","Mastiff","Renegade Kid",6.7,0.05,1
"PS","Shooter","Sony Computer Entertainment","G Artist",5,0.05,2
"PS2","Action","Capcom","Neon Studios",7.2,0.05,9
"Wii","Misc","Atari","Atomic Planet Entertainment",2,0.05,12
"PSP","Misc","Activision","Digital Eclipse Software",7.4,0.05,11
"GC","Misc","TDK Mediactive","Mass Media",4.9,0.05,5
"GC","Misc","Electronic Arts","Neverland Company",4.4,0.05,9
"3DS","Misc","Sega","M2",7,0.05,4
"GC","Adventure","Codemasters","Free Radical Design",7.9,0.05,9
"Wii","Adventure","Telltale Games","Telltale Games",7,0.05,10
"PC","Adventure","LucasArts","Traveller's Tales",6.8,0.05,11
"Wii","Misc","Majesco","NanaOn-Sha",4.5,0.05,4
"PS3","Misc","Gamecock","Wideload Games",7,0.05,6
"Wii","Misc","Activision","Left Field Productions",4.6,0.05,12
"GBA","Misc","Majesco","One Man Band",4,0.05,8
"GC","Misc","Activision","Activision Value",4.7,0.05,9
"DS","Adventure","Atari","Now Production",6,0.05,9
"PC","Adventure","Warner Bros. Interactive","Telltale Games",8.2,0.05,6
"XB","Adventure","Konami","Krome Studios",6.5,0.05,11
"PC","Simulation","Maxis","Maxis",8.9,0.05,1
"GBA","Platform","Nintendo","Game Freak",7.9,0.05,2
"PSP","Platform","Konami","Backbone Entertainment",6.9,0.05,10
"NS","Platform","Soedesco","D-Pad Studios",9,0.05,5
"PSP","Simulation","Graffiti","Cowboy Rodeo",3.3,0.05,4
"XB","Platform","Infogrames","Blitz Games",5.2,0.05,11
"PS4","Action-Adventure","505 Games","Ninja Theory",8.3,0.05,12
"DS","Sports","2K Sports","Indie Built",5.2,0.05,3
"DC","Sports","Sega","Visual Concepts",8.9,0.05,11
"PC","Simulation","Ubisoft","1C: Maddox Games",5,0.05,4
"DS","Simulation","Majesco","TechnoBrain",6.8,0.05,9
"PSP","Simulation","Agetec","From Software",6.7,0.05,12
"PS","Sports","Konami","Konami",5,0.05,7
"N64","Sports","Ubisoft","Smart Dog",5.1,0.05,8
"GC","Sports","EA Sports","EA Canada",7.4,0.05,4
"GBA","Sports","EA Sports","Exient Entertainment",8.5,0.05,11
"GC","Sports","Sega","Amusement Vision",6.6,0.05,5
"GBA","Sports","Ubisoft","Starfish",6.7,0.05,12
"GBA","Sports","EA Sports","Exient Entertainment",6.9,0.05,11
"DS","Puzzle","Xseed Games","PROPE",7.3,0.05,8
"GC","Puzzle","Jaleco","Runecraft",4.2,0.05,1
"GBA","Puzzle","Acclaim Entertainment","PuzzleKings",8.6,0.05,5
"GBA","Action","THQ","Halfbrick Studios",5.6,0.05,8
"Wii","Action","Midway Games","High Voltage Software",6.6,0.05,11
"XB","Action","Tecmo","Tecmo",8.7,0.05,11
"Wii","Action","Sega","Sega",6,0.05,7
"PC","Racing","Codemasters","Codemasters Birmingham",8,0.05,9
"DS","Racing","Codemasters","Codemasters",7.9,0.05,8
"PC","Racing","Electronic Arts","EA Black Box",7.9,0.05,10
"NS","Role-Playing","THQ Nordic","Airship Syndicate",8.5,0.05,5
"PC","Role-Playing","Atari","DECK13 Interactive",6,0.05,1
"GC","Role-Playing","THQ","Cranky Pants Games",8,0.05,1
"NS","Role-Playing","Square Enix","Tokyo RPG Factory",7,0.05,3
"PC","Racing","Codemasters","Codemasters",9,0.05,9
"DS","Role-Playing","Graffiti","Studio Archcraft",6,0.05,6
"PS2","Strategy","NIS America","Vanillaware",7.7,0.05,6
"PC","Strategy","Team17 Software","Team17 Software",8.5,0.05,8
"PS2","Role-Playing","Atlus","Matrix Software",7.5,0.05,9
"GC","Role-Playing","Natsume","Imagineer Co., Ltd.",5.4,0.05,12
"DS","Role-Playing","NIS America","Nippon Ichi Software",6.7,0.05,9
"PS2","Role-Playing","Namco","Arika",6.4,0.05,10
"PC","Role-Playing","Bethesda Softworks","InXile Entertainment",6.1,0.05,5
"GC","Racing","Ubisoft","Ubisoft Barcelona / Inland Productions",5.1,0.05,12
"X360","Strategy","Electronic Arts","EA Los Angeles",8,0.05,7
"PSP","Role-Playing","Konami","Konami Software Shanghai",6.1,0.05,2
"DS","Action","Ubisoft","Gameloft",5.7,0.05,2
"GC","Sports","Midway Games","Criterion Games",8,0.04,3
"GBA","Platform","Midway Games","Artificial Mind and Movement",5.2,0.04,7
"GC","Platform","Global Star Software","Artificial Mind & Movement",7.3,0.04,11
"PC","Strategy","THQ","Relic",9.4,0.04,9
"PC","Strategy","THQ","Gas Powered Games",8.7,0.04,2
"PC","Action","Ubisoft","Ubisoft Montreal",6.4,0.04,12
"PSP","Action","Eidos Interactive","Hyper-Devbox",3.4,0.04,4
"NS","Action","THQ Nordic","Digital Reality",8,0.04,9
"PC","Strategy","Sierra Entertainment","Mad Doc Software",4.8,0.04,11
"PS","Role-Playing","Atlus","Nippon Ichi Software",6.7,0.04,3
"PC","Strategy","Paradox Interactive","Nitro Games",7.4,0.04,7
"PC","Strategy","Kalypso","Gaming Minds Studios",6.7,0.04,9
"GBA","Role-Playing","Konami","Kojima Productions",7.9,0.04,10
"PC","Strategy","THQ","Gas Powered Games",8.1,0.04,11
"PC","Strategy","Kalypso","Haemimont Games",8.1,0.04,10
"PS2","Role-Playing","NIS America","Gust",6.6,0.04,4
"PSP","Role-Playing","Capcom","Capcom",6,0.04,2
"NS","Role-Playing","Square Enix","Tokyo RPG Factory",6.5,0.04,1
"GBA","Role-Playing","Ubisoft","Treasure Co., Ltd.",7,0.04,9
"3DS","Role-Playing","Aksys Games","NCS",1.5,0.04,4
"PS2","Strategy","O~3 Entertainment","Idea Factory",6.8,0.04,6
"PSP","Misc","Konami","Kojima Productions",7.6,0.04,6
"X360","Puzzle","Konami","Hudson Soft",3.5,0.04,8
"PSP","Puzzle","Agetec","Ivolgamus",7,0.04,7
"DS","Puzzle","Disney Interactive Studios","Q Entertainment",7.3,0.04,2
"GBA","Racing","DSI Games","Raylight Studios",5,0.04,11
"PSP","Puzzle","Crave Entertainment","7 Studios",4.3,0.04,10
"PS2","Role-Playing","Atlus","Irem Software Engineering",7.2,0.04,5
"GBA","Puzzle","Majesco","Denki",8,0.04,10
"PS","Puzzle","Atari","Atari",7.9,0.04,10
"PC","Racing","Codemasters","Codemasters",8.7,0.04,6
"GBA","Misc","Ubisoft","Ubisoft",7.5,0.04,8
"PC","Misc","Sierra Entertainment","Jellyvision, Inc.",9.2,0.04,9
"NS","Fighting","Nicalis","Studio Saizensen",8.3,0.04,8
"PS3","Party","Sony Computer Entertainment","SCE Japan Studio",4,0.04,7
"PS4","Simulation","Techland","Ice Flames",7,0.04,3
"PSP","Simulation","Codemasters","IR Gurus",4.8,0.04,5
"XOne","Action-Adventure","Ubisoft","Ubisoft",6,0.04,3
"NS","Action-Adventure","FDG Entertainment","Game Atelier",8,0.04,11
"WiiU","Action-Adventure","D3Publisher","Way Forward",2.8,0.04,12
"PC","Simulation","Microprose","Chris Sawyer",8.7,0.04,3
"GC","Adventure","Konami","Krome Studios",6.6,0.04,11
"PC","Shooter","id Software","id Software",8,0.04,12
"GBA","Shooter","Majesco","Graphic State",6.8,0.04,1
